Date,Open,High,Low,Close,Volume
2005-06-21,9658.0,9662.4004,9633.4004,9648.0,0
2005-06-22,9647.5996,9654.2002,9555.0,9645.0,0
2005-06-23,9644.5996,9658.2002,9629.5996,9637.2002,0
2005-06-24,9639.2002,9658.0,9623.2998,9638.7998,0
2005-06-27,9641.2002,9661.2002,9563.0,9649.5996,0
2005-06-28,9673.0,9698.5996,9668.0,9695.5996,0
2005-06-29,9705.0,9717.7998,9684.0,9693.2002,0
2005-06-30,9715.0,9758.7002,9705.4004,9753.4004,0
2005-07-01,9760.0,9796.2002,9753.2998,9792.9004,0
2005-07-04,9814.2002,9870.0,9729.0,9855.0,0
2005-07-05,9853.7998,9888.7002,9783.0,9872.0,0
2005-07-06,9868.2998,9872.7998,9685.0,9772.0,0
2005-07-07,9769.9004,9830.0,9698.0,9785.2002,0
2005-07-08,9787.5996,9831.0,9695.0,9789.5,0
2005-07-11,9789.0996,9792.4004,9655.0,9743.7998,0
2005-07-12,9742.0996,9783.7998,9680.0,9750.0,0
2005-07-13,9749.5996,9789.5,9685.0,9784.5996,0
2005-07-14,9783.7998,9820.0,9781.4004,9792.5996,0
2005-07-15,9793.7998,9811.7998,9748.2998,9777.5,0
2005-07-18,9778.0,9804.5996,9710.0,9784.5996,0
2005-07-19,9782.9004,9823.7998,9731.0,9780.7998,0
2005-07-20,9781.2002,9846.7002,9779.0996,9813.0,0
2005-07-21,9810.5996,9834.5996,9732.4004,9758.4004,0
2005-07-22,9758.7998,9788.0,9711.5996,9778.5,0
2005-07-25,9785.4004,9828.2998,9781.2998,9810.0,0
2005-07-26,9810.0,9828.0,9708.0,9805.2002,0
2005-07-27,9806.4004,9839.5996,9732.0,9830.0,0
2005-07-28,9827.2002,9838.0996,9735.0,9830.0,0
2005-07-29,9831.2002,9831.2002,9784.2002,9798.7998,0
2005-08-01,9798.7998,9809.0996,9680.0,9780.0,0
2005-08-02,9775.5,9785.2002,9731.5996,9738.7998,0
2005-08-03,9740.4004,9771.2002,9650.0,9737.2998,0
2005-08-04,9734.5,9765.0996,9699.4004,9710.5,0
2005-08-05,9710.0,9751.7002,9640.0,9733.9004,0
2005-08-08,9760.5,9776.0,9750.5996,9773.7002,0
2005-08-09,9773.7002,9797.4004,9690.0,9785.0,0
2005-08-10,9769.2998,9793.0,9667.0,9762.0,0
2005-08-11,9754.0996,9819.2002,9673.0,9780.0,0
2005-08-12,9779.0996,9827.7998,9775.7002,9793.0,0
2005-08-15,9768.2002,9887.4004,9765.0996,9875.0,0
2005-08-16,9874.7002,9915.4004,9798.0,9890.0,0
2005-08-17,9896.2998,9919.7002,9878.9004,9895.0,0
2005-08-18,9888.7998,9972.9004,9845.0,9965.0996,0
2005-08-19,9965.0996,9987.0996,9895.0,9981.5,0
2005-08-22,9962.7002,10042.0,9943.9004,10000.0,0
2005-08-23,9998.0,10093.0,9996.2998,10048.0,0
2005-08-24,10047.0,10280.0,10047.0,10260.0,0
2005-08-25,10264.0,10333.0,10232.0,10318.0,0
2005-08-26,10317.0,10408.0,10285.0,10393.0,0
2005-08-29,10346.0,10770.0,10315.0,10730.0,0
2005-08-30,10716.0,10848.0,10247.0,10289.0,0
2005-08-31,10289.0,10500.0,9920.2002,9929.0996,0
2005-09-01,9929.0996,10400.0,9925.0996,10153.0,0
2005-09-02,10153.0,10355.0,10151.0,10353.0,0
2005-09-05,10321.0,10385.0,10205.0,10285.0,0
2005-09-06,10285.0,10527.0,10250.0,10526.0,0
2005-09-07,10526.0,10532.0,10310.0,10369.0,0
2005-09-08,10369.0,10375.0,10258.0,10340.0,0
2005-09-09,10345.0,10354.0,10172.0,10182.0,0
2005-09-12,10195.0,10262.0,9998.0,10079.0,0
2005-09-13,10079.0,10105.0,9973.0,10080.0,0
2005-09-14,10077.0,10080.0,9900.0,10000.0,0
2005-09-15,9993.9004,10072.0,9988.2002,10034.0,0
2005-09-16,10033.0,10152.0,10011.0,10145.0,0
2005-09-19,10205.0,10206.0,10127.0,10145.0,0
2005-09-20,10143.0,10227.0,10113.0,10222.0,0
2005-09-21,10185.0,10345.0,10085.0,10225.0,0
2005-09-22,10239.0,10324.0,10159.0,10318.0,0
2005-09-23,10317.0,10331.0,10191.0,10221.0,0
2005-09-26,10235.0,10242.0,10130.0,10205.0,0
2005-09-27,10193.0,10286.0,10175.0,10268.0,0
2005-09-28,10269.0,10369.0,10250.0,10365.0,0
2005-09-29,10346.0,10415.0,10277.0,10315.0,0
2005-09-30,10309.0,10315.0,10170.0,10286.0,0
2005-10-03,10295.0,10370.0,10231.0,10295.0,0
2005-10-04,10291.0,10295.0,10110.0,10186.0,0
2005-10-05,10185.0,10187.0,9933.0,9997.9004,0
